chrom,systematic name,common name,Simple Type,Half-Life           (in minutes),Description
chr15,YOR196C,LIP5,CDS,34,"Protein involved in biosynthesis of the coenzyme lipoic acid, has similarity to E. coli lipoic acid synthase"
chr14,YNL176C,YNL176C,CDS,34,"Cell cycle-regulated gene of unknown function, promoter bound by Fkh2p"
chr6,YFL049W,YFL049W,CDS,34,Member of the SWI/SNF chromatin remodeling complex in which it plays an as yet unidentified role  has identifiable counterparts in closely related yeast species  abundantly expressed in many growth conditions  paralog of Npl6p
chr5,YEL017C-A,PMP2,CDS,34,Proteolipid associated with plasma membrane H(+)-ATPase (Pma1p)  regulates plasma membrane H(+)-ATPase activity  nearly identical to PMP1
chr2,YBR023C,CHS3,CDS,34,"Chitin synthase III, catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin  required for synthesis of the majority of cell wall chitin, the chitin ring during bud emergence, and spore wall chitosan"
chr15,YOL008W,YOL008W,CDS,34,"Coenzyme Q (ubiquinone) binding protein, functions in the delivery of Q6 to its proper location for electron transport during respiration  START domain protein with homologs in bacteria and eukaryotes"
chr14,YNL293W,MSB3,CDS,34,"GTPase-activating protein for Sec4p and several other Rab GTPases, regulates exocytosis via its action on Sec4p, also required for proper actin organization  similar to Msb4p  both Msb3p and Msb4p localize to sites of polarized growth"
chr8,YHR030C,SLT2,CDS,34,Serine/threonine MAP kinase involved in regulating the maintenance of cell wall integrity and progression through the cell cycle  regulated by the PKC1-mediated signaling pathway
chr15,YOR118W,YOR118W,CDS,34,Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  null mutation suppresses cdc13-1 temperature sensitivity
chr16,YPR111W,DBF20,CDS,34,"Ser/Thr kinase involved in late nuclear division, one of the mitotic exit network (MEN) proteins  necessary for the execution of cytokinesis"
chr4,YDL193W,YDL193W,CDS,34,"Putative prenyltransferase, required for cell viability  proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY"
chr16,YPL202C,AFT2,CDS,34,Iron-regulated transcriptional activator  activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress  similar to Aft1p
chr8,YHR132W-A,YHR132W-A,CDS,34,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus  protein abundance is decreased upon intracellular iron depletion
chr8,YHR137W,ARO9,CDS,34,"Aromatic aminotransferase II, catalyzes the first step of tryptophan, phenylalanine, and tyrosine catabolism"
chr10,YJR156C,THI11,CDS,34,"Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP)  member of a subtelomeric gene family including THI5, THI11, THI12, and THI13"
chr15,YOR329C,SCD5,CDS,35,Protein required for normal cortical actin organization and endocytosis  multicopy suppressor of clathrin deficiency  acts as a targeting subunit for protein phosphatase type 1
chr11,YKR091W,SRL3,CDS,35,"Cytoplasmic protein that, when overexpressed, suppresses the lethality of a rad53 null mutation  potential Cdc28p substrate"
chr15,YOR016C,ERP4,CDS,35,"Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport"
chr13,YML057W,CMP2,CDS,35,"Calcineurin A  one isoform (the other is CNA1) of the catalytic subunit of calcineurin, a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is CNB1"
chr16,YPL174C,NIP100,CDS,35,"Large subunit of the dynactin complex, which is involved in partitioning the mitotic spindle between mother and daughter cells  putative ortholog of mammalian p150(glued)"
chr12,YLR357W,RSC2,CDS,35,Component of the RSC chromatin remodeling complex  required for expression of mid-late sporulation-specific genes  involved in telomere maintenance
chr16,YPR180W,AOS1,CDS,35,"Nuclear protein that acts as a heterodimer with Uba2p to activate Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting  essential for viability"
chr11,YKL064W,MNR2,CDS,35,"Putative magnesium transporter  has similarity to Alr1p and Alr2p, which mediate influx of Mg2+ and other divalent cations"
chr14,YNL192W,CHS1,CDS,35,"Chitin synthase I, requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin  required for repairing the chitin septum during cytokinesis  transcription activated by mating factor"
chr13,YMR065W,KAR5,CDS,35,"Protein required for nuclear membrane fusion during karyogamy, localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen, may form a complex with Jem1p and Kar2p  expression of the gene is regulated by pheromone"
chr4,YDR079C-A,TFB5,CDS,35,Component of the RNA polymerase II general transcription and DNA repair factor TFIIH  involved in transcription initiation and in nucleotide-excision repair  homolog of Chlamydomonas reinhardtii REX1-S protein involved in DNA repair
chr15,YOR026W,BUB3,CDS,35,"Kinetochore checkpoint WD40 repeat protein that localizes to kinetochores during prophase and metaphase, delays anaphase in the presence of unattached kinetochores  forms complexes with Mad1p-Bub1p and with Cdc20p, binds Mad2p and Mad3p"
chr14,YNR052C,POP2,CDS,35,"RNase of the DEDD superfamily, subunit of the Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation"
chr12,YLR443W,ECM7,CDS,35,Non-essential putative integral membrane protein  mutant has cell wall defects  transcription is induced under conditions of zinc deficiency
chr15,YOR099W,KTR1,CDS,35,"Alpha-1,2-mannosyltransferase involved in O- and N-linked protein glycosylation  type II membrane protein  member of the KRE2/MNT1 mannosyltransferase family"
chr2,YBR258C,SHG1,CDS,35,"Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres"
chr2,YBL017C,PEP1,CDS,35,Type I transmembrane sorting receptor for multiple vacuolar hydrolases  cycles between the late-Golgi and prevacuolar endosome-like compartments
chr12,YLR433C,CNA1,CDS,35,"Calcineurin A  one isoform (the other is CMP2) of the catalytic subunit of calcineurin, a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is CNB1"
chr11,YKR080W,MTD1,CDS,35,"NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase, plays a catalytic role in oxidation of cytoplasmic one-carbon units  expression is regulated by Bas1p and Bas2p, repressed by adenine, and may be induced by inositol and choline"
chr10,YJL129C,TRK1,CDS,35,"Component of the Trk1p-Trk2p potassium transport system  180 kDa high affinity potassium transporter  phosphorylated in vivo and interacts physically with the phosphatase Ppz1p, suggesting Trk1p acitivy is regulated by phosphorylation"
chr13,YMR137C,PSO2,CDS,35,Required for a post-incision step in the repair of DNA single and double-strand breaks that result from interstrand crosslinks produced by a variety of mono- and bi-functional psoralen derivatives  induced by UV-irradiation
chr10,YJL158C,CIS3,CDS,35,Mannose-containing glycoprotein constituent of the cell wall  member of the PIR (proteins with internal repeats) family
chr4,YDR057W,YOS9,CDS,35,"ER quality-control lectin  integral subunit of the HRD ligase  serves as a receptor for misfolded N-glycosylated proteins, participates in their targeting to ERAD  member of the OS-9 protein family"
chr12,YLR187W,YLR187W,CDS,35,"Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck  potential Cdc28p substrate  similar to Caf120p and Skg4p"
chr11,YKL005C,BYE1,CDS,35,"Negative regulator of transcription elongation, contains a TFIIS-like domain and a PHD finger, multicopy suppressor of temperature-sensitive ess1 mutations, probably binds RNA polymerase II large subunit"
chr4,YDR164C,SEC1,CDS,35,Sm-like protein involved in docking and fusion of exocytic vesicles through binding to assembled SNARE complexes at the membrane  localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function
chr13,YMR185W,YMR185W,CDS,35,Putative protein of unknown function  essential gene required for viability
chr2,YBR279W,PAF1,CDS,35,RNAP II-associated protein  defines large complex biochemically and functionally distinct from the Srb-Mediator form of Pol II holoenzyme  required for full expression of a subset of cell cycle-regulated genes  homolog of human PD2/hPAF1
chr10,YJL192C,SOP4,CDS,35,"ER-membrane protein  suppressor of pma1-7, deletion of SOP4 slows down the export of wild-type Pma1p and Pma1-7 from the ER"
chr4,YDR013W,PSF1,CDS,35,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery"
chr14,YNL287W,SEC21,CDS,35,"Gamma subunit of coatomer, a heptameric protein complex that together with Arf1p forms the COPI coat  involved in ER to Golgi transport of selective cargo"
chr9,YIL109C,SEC24,CDS,35,"Component of the Sec23p-Sec24p heterodimeric complex of the COPII vesicle coat  involved in ER to Golgi transport, cargo selection and autophagy  required for the binding of the Sec13 complex to ER membranes  homologous to Lst1p and Lss1p"
chr3,YCR023C,YCR023C,CDS,35,Vacuolar membrane protein of unknown function  member of the multidrug resistance family  YCR023C is not an essential gene
chr5,YER124C,DSE1,CDS,35,"Daughter cell-specific protein, may participate in pathways regulating cell wall metabolism  deletion affects cell separation after division and sensitivity to drugs targeted against the cell wall"
chr14,YNL238W,KEX2,CDS,35,"Subtilisin-like protease (proprotein convertase), a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway"
chr4,YDL073W,YDL073W,CDS,35,Putative protein of unknown function  YDL073W is not an essential gene
chr4,YDL218W,YDL218W,CDS,35,Putative protein of unknown function  YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions
chr12,YLR013W,GAT3,CDS,35,Protein containing GATA family zinc finger motifs
chr13,YMR300C,ADE4,CDS,35,"Phosphoribosylpyrophosphate amidotransferase (PRPPAT  amidophosphoribosyltransferase), catalyzes first step of the 'de novo' purine nucleotide biosynthetic pathway"
chr6,YFR021W,ATG18,CDS,35,"Phosphoinositide binding protein required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway  binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate  WD-40 repeat protein"
chr5,YEL064C,AVT2,CDS,35,"Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
chr15,YOR131C,YOR131C,CDS,35,Putative protein of unknown function  non-essential gene  overexpression causes a cell cycle delay or arrest
chr11,YKR072C,SIS2,CDS,35,Negative regulatory subunit of the protein phosphatase 1 Ppz1p  involved in ion homeostasis and cell cycle progression
chr13,YMR238W,DFG5,CDS,35,"Putative mannosidase, essential glycosylphosphatidylinositol (GPI)-anchored membrane protein required for cell wall biogenesis in bud formation, involved in filamentous growth, homologous to Dcw1p"
chr9,YIR004W,DJP1,CDS,35,"Cytosolic J-domain-containing protein, required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ"
chr2,YBR010W,HHT1,CDS,35,"Histone H3, core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing  one of two identical histone H3 proteins (see HHT2)  regulated by acetylation, methylation, and phosphorylation"
chr16,YPL019C,VTC3,CDS,35,Vacuolar membrane protein involved in vacuolar polyphosphate accumulation  functions as a regulator of vacuolar H+-ATPase activity and vacuolar transporter chaperones  involved in non-autophagic vacuolar fusion
chr2,YBL033C,RIB1,CDS,35,GTP cyclohydrolase II  catalyzes the first step of the riboflavin biosynthesis pathway
chr2,YBR210W,ERV15,CDS,35,"Protein involved in export of proteins from the endoplasmic reticulum, has similarity to Erv14p"
chr9,YIR002C,MPH1,CDS,35,"Member of the DEAH family of helicases, functions in an error-free DNA damage bypass pathway that involves homologous recombination, mutations confer a mutator phenotype"
chr11,YKR023W,YKR023W,CDS,35,"Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr4,YDR297W,SUR2,CDS,35,"Sphinganine C4-hydroxylase, catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis"
chr14,YNL299W,TRF5,CDS,35,"Poly (A) polymerase involved in nuclear RNA quality control based on: homology with Trf4p, genetic interactions with TRF4 mutants, physical interaction with Mtr4p (TRAMP subunit), and by direct assay  disputed role as a sigma DNA polymerase"
chr10,YJL126W,NIT2,CDS,35,"Nit protein, one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor  nitrilase superfamily member"
